"","Site","Species1","Species2","Species3","Species4","Species5","Species6","Species7","Species8","Species9","Species10","Species11","Species12","Abiotic_var1","Abiotic_var3"
"1",1,7.65620990547101,2.14006827622612e-17,0.842051074460234,5.04745671478476e-06,1.09833362559413,1.65135455891071,1.18604922609978,2.93128958219936,0.979208310407407,1.00101612253095,0.999967810161654,0.996825887977389,0,0
"2",2,8.908974068023,2.55508441873334e-07,0.783870804964329,3.93981506794617e-06,1.9322425003367,1.26425433031913,2.31411861310232,2.01716612760954,0.974554951354094,0.99926422773526,0.99929319073323,0.999298313342949,0,0
"3",3,9.32603952482694,5.46867519476449e-19,0.714076609785539,0.000199469693777064,1.00150211853655,1.61701352499341,1.67397516320558,3.74423435038287,0.985517575613834,1.00100868172731,1.00005711455597,0.999161991391708,0,0
"4",4,8.56888458585601,3.53656729349046e-06,0.700420601070076,3.60586098014685e-05,1.10300571785619,1.96062697286538,1.42090310425246,2.85928721832957,0.974332029523286,1.00089271662647,1.00009206691908,0.987866508483777,0,0
"5",5,7.44666071883472,6.29054930151283e-52,0.851590434152825,6.35285743882372e-05,1.30401296237223,1.5874103539874,1.41212386222312,5.74468301356902,0.95207456100045,1.00108977728498,1.00010444684389,0.99780550349829,0,0
"6",6,9.68010514118635,3.22611062891207e-139,0.664682240139072,1.79974810461518e-06,2.2131584238017,1.62141731319731,1.136984899769,11.9954061627659,0.949743797852962,1.0003744579655,0.997957946033617,0.999854855707595,0,0
"7",7,8.11844602903337,1.52451946835135e-13,0.806302511303416,3.17173033225055e-05,1.76081132689617,1.50739842100583,1.04693484172791,4.04252002607361,0.969864114199853,0.998479521318907,0.997208620933699,0.995125393028861,0,0
"8",8,7.89298712322637,3.96273144795564e-11,0.813943268904034,4.47947419826736e-07,1.45567215261855,1.7722290675103,1.82950035916415,3.30197459552984,0.954478704609974,0.999865040613232,0.998987121605959,0.994614325910319,0,0
"9",9,8.83948695465691,0,0.739007831386027,7.47328728693932e-05,1.51310787451656,1.00223229225094,1.49795759327132,85.9684875728944,0.982023608170711,1.00091355544723,0.998132176437053,0.995569737000702,0,0
"10",10,8.723858483851,1.06164619758517e-25,0.672740906993433,1.27553060181107e-06,1.53224292056176,1.6143955693992,1.36434475383301,3.48123409107919,0.954303706148415,1.00031711322417,0.99933356825247,0.996980395014972,0,0
"11",11,7.44714956405575,5.24840392388931e-06,0.93580187276,3.7624384746785e-05,1.56118220762691,1.60292032719225,1.86879943915677,2.92380325842765,0.988981319872312,1.00085243831102,0.998535420998743,0.998039091697312,0,0
"12",12,8.01798137249063,8.77933511520976e-50,0.859106154447873,1.70715365367666e-10,1.19470114972835,1.21285133234634,2.2941515903756,14.3094773806636,0.98630415646564,1.00065728582859,0.999982118267809,0.990337237019365,0,0
"13",13,8.74667005923325,5.55565562691678e-17,0.712321940247086,5.06125128159553e-07,1.89825631859502,1.5422708025245,1.76183031916403,5.68457906950254,0.973002646890479,1.00055077022951,0.99860394958351,0.998033899294217,0,0
"14",14,9.17551279411897,7.15008338120044e-56,0.677051596297103,2.34925995300221e-09,1.0164059264432,1.32390253970109,2.37133216951797,11.6041324598739,0.98390784816463,1.00096901938166,1.00007160255198,0.993738149239669,0,0
"15",15,7.70487456290388,3.38613746095217e-11,0.837772382018617,8.32157671557457e-06,2.28818315102447,1.51330442200637,1.56973388942226,2.33959756874909,0.974553702641171,0.999056298631612,0.997471925581791,0.993918186008238,0,0
"16",16,7.47419235733479,9.09551471862455e-16,0.891552662240899,1.05625887334545e-05,1.52020326168004,1.61120602946831,1.2982295442149,5.27606696952732,0.972346580367713,0.998947342402987,0.999844138901517,0.999700678832084,0,0
"17",17,7.6969917449533,1.2818258041529e-42,0.879704661570329,2.96713240376326e-05,1.29447812720056,1.55716078947425,1.4181333773558,7.33564363354463,0.976685584587715,1.00056795307021,0.99957662473838,0.997651043912615,0,0
"18",18,7.83198447314738,1.87238481708151e-09,0.82354642052941,1.83333887168653e-07,1.5328469986629,1.55375025563205,1.94643111076392,2.2896636137312,0.961887231783685,1.00088489168561,0.999380355976967,0.994170819649452,0,0
"19",19,7.50013496931126,3.80022047588275e-07,0.899491594573965,3.37844986144339e-06,1.20662659607318,1.63899252361854,1.75024226746422,2.11826840793778,0.989514157466051,1.00083326217557,0.99979495236951,0.998439477621066,0,0
"20",20,8.5475724858067,8.37486882504613e-27,0.799648698689371,2.50640506633248e-16,2.17170083850609,2.93897269841854,1.15236525399853,3.20815181229961,0.949322655790418,1.00019294003961,0.999114495397746,0.995664521097812,0,0
"21",21,7.48445699189342,3.29368293959076e-30,0.913385613920291,1.63449989431176e-05,2.27900655521211,1.40296225483602,0.968147494930998,5.78303831678628,0.978799043310174,0.997639614905047,0.996453944807821,0.99722026545987,0,0
"22",22,8.23936511288563,0,0.807814314019338,5.31065621245726e-06,1.31517291231821,1.20254568427882,2.01241412124356,165.31797647867,0.981709070105807,1.00097985211215,0.999924831782983,0.995117286844844,0,0
"23",23,7.37916778405013,6.99158004536817e-20,0.91111367298685,9.33054805645355e-06,1.41310570652659,1.93600856414756,1.41739275667789,5.14282802273338,0.973960451494218,1.00071149511235,0.999772150472775,0.995717132661324,0,0
"24",24,7.22557359070081,4.46807576165065e-06,0.987040492206208,2.01746577698537e-22,3.15540741566702,1.22404004672457,1.49013393222331,2.66626795413148,0.974080537232416,1.00019736877753,0.997605263040222,0.996737446514806,0,0
"25",25,8.01774493214335,5.12999293719089e-31,0.804772555137737,3.23355365934116e-06,1.03232444375184,2.11175695942716,1.72453704021409,4.89712860450338,0.965044380384657,1.00105665733709,1.00008613792714,0.992891603919154,0,0
"26",26,7.83270028233557,1.46429335689117e-77,0.825949462945757,3.90940467287139e-10,1.44587246145169,2.75211516923506,1.11926396784875,8.50213534366251,0.969790892501867,1.00110923568323,0.999886465557576,0.995394958053569,0,0
"27",27,7.76270489577602,0,0.866611606557502,2.9038457341103e-06,0.980756133861911,1.879880526717,1.53436960136829,12.0018621658517,0.971992431505257,1.00106990850483,1.00014374884257,0.998905459312826,0,0
"28",28,8.07878935805475,2.16222586977712e-140,0.815211407690683,9.71376877433628e-05,1.12277662880379,1.71232813364289,1.50986783849785,5.83107825684368,0.961713181065786,1.00096987886161,1.00004366938485,0.99712963974789,0,0
"29",29,7.58817745376171,5.96563440695413e-24,0.859544384945711,0.00310046924052027,1.07123590130819,1.43952018849679,1.33643958664038,3.25295144522603,0.960442121090152,1.00080009468301,0.99983086823994,0.997093701000434,0,0
"30",30,8.05328135436299,4.94108577606677e-25,0.758437414117612,9.45694779470283e-05,1.18989497366245,1.41863647186292,1.48798215969692,10.8181863301776,0.974754598551602,1.00070750959886,0.999658165099747,0.993649095512723,0,0
"31",31,7.60544962215906,3.27640083145908e-33,0.891836347087382,7.78835014495076e-06,1.38452748229139,1.79456878985929,1.74538004534383,3.48208853810282,0.98660731450751,1.00084945852965,0.999679203829217,0.994699800141655,0,0
"32",32,7.77748000299642,9.91246459924355e-12,0.839420626598444,2.25936744218166e-12,1.41411130480659,1.22355076415968,4.93492047134906,5.08908333803458,0.979486249135636,1.00076403322354,0.999922173623784,0.990838261012355,0,0
"33",33,7.26527058680876,2.84744176734555e-19,0.937224869259802,6.48011229756443e-08,1.10153086371191,1.95707708482588,1.66069295146897,2.74859920414421,0.965176524545422,1.00089265281208,1.00011714439276,0.997292937767468,0,0
"34",34,7.57993131893816,1.57426787408292e-11,0.909731522165474,6.4411683553395e-07,1.98380300182568,1.33883894231852,1.18796517778461,2.6628515115817,0.978460981200812,1.00075603445599,0.999239889970703,1.00001559310878,0,0
"35",35,7.41909414271978,3.36478002269462e-12,0.951052240414746,4.10886083493071e-05,1.512346810796,1.27980040048386,1.65636818628499,3.01239907336061,0.955600010607487,0.999302724794018,0.998982851133542,0.996341566267788,0,0
