"","Site","Species1","Species2","Species3","Species4","Species5","Species6","Species7","Species8","Species9","Species10","Species11","Species12","Abiotic_var1","Abiotic_var3"
"1",1,9.27684789363567,2.67906124700885,0.205467705854739,2.60392418565913,0.11925713548317,0.382719215835866,0.236735649169164,0.253358023971477,0.089339552909064,0.0004546689041493,0.00158274006243627,0.00618266814676903,0,0
"2",2,5.99515818533584,2.59144038880532,0.557713143591682,3.24262094701383,0.14513768293532,0.253822316143848,0.187251975908722,0.360230271341731,0.171648668373019,0.00476231223856164,0.00133898333456266,0.00191468920699127,0,0
"3",3,6.45296603567711,3.05199526221079,0.453717332497666,3.18850285167882,0.109038465260748,0.362167261400836,0.287271073427975,0.233361774989321,0.0643220363177464,8.18296602399514e-05,0.00232816634062845,0.0010790379185714,0,0
"4",4,7.18890442324692,4.20051864507093,0.32176255189145,3.29884096060989,0.123062338827164,0.301568815516379,0.29212598499065,0.407059207589846,0.137918734187154,0.00292028572025033,0.000168341284401888,0.0190929270728113,0,0
"5",5,9.03053131989003,3.46933305512418,0.0931209783391017,3.12201410802012,0.162543260165825,0.375167154920432,0.233339192355545,0.200394387490683,0.133659714076509,0.00117341738854602,7.79457081135622e-05,0.00298097698649004,0,0
"6",6,7.90251847146465,4.18774424643416,0.512581435969665,3.04389912306925,0.236835919029645,0.20108675905991,0.0836055181887022,0.173302350223827,0.147853218572588,0.00149986772053382,0.00271114961052873,0.00222523085624112,0,0
"7",7,8.46703954538401,3.40284351205846,0.327140720568536,3.43343237697971,0.27764796121315,0.41581331987972,0.104119831049007,0.24523060293235,0.0970988082297798,0.00414005004420878,0.00610963573695941,0.00844039966075509,0,0
"8",8,7.73077654360697,2.74511817779397,0.275063147895657,3.963617031291,0.187429687925705,0.268097472504547,0.27900453560112,0.234111592183161,0.162726302931673,0.00226892406152548,0.00319790014969721,0.00737264482571022,0,0
"9",9,7.8967895400696,3.87406467573645,0.485638334125893,2.75915484415977,0.332830108249437,0.0804744335924282,0.317912201395269,0.0882107988295479,0.0845711516905241,0.00028576822315603,0.00496867380730773,0.00366460442386401,0,0
"10",10,9.05646007699286,2.95915449224006,0.353924191536961,2.53009025303635,0.237242302598037,0.180729506303673,0.172445294228228,0.24022380085211,0.0489280276479547,0.00183937132339108,0.00198874677554225,0.00569816025448182,0,0
"11",11,5.9228974074825,4.30182187530511,0.0703460884523111,3.29314823331833,0.20179597646161,0.177504114135715,0.233310578755167,0.416329961913039,0.0696476804186717,0.000434413375096234,0.00343687654282386,0.00328861125678579,0,0
"12",12,5.04575719091475,4.32230910674723,0.286244076080532,2.8743941770233,0.109941587011798,0.149525981466052,0.274760718070296,0.166908838136284,0.0920598492167789,0.00223439471645035,0.000299514348004711,0.00850456729755953,0,0
"13",13,7.65510306556234,3.42482686567796,0.373825563151642,3.32758057203168,0.238950742909491,0.22829786136463,0.134127642841511,0.1964694113545,0.16661693581846,0.00304450167913169,0.00228829366952941,0.00468566355635222,0,0
"14",14,8.22643702894527,2.78325141315025,0.441039746001969,2.42759707529391,0.127588846170529,0.199844237190224,0.210484663226452,0.114822862509574,0.0699477956656753,0.00205740402275646,0.000302823157796176,0.00780244151772452,0,0
"15",15,7.91098145113256,3.13885822531249,0.209896263013646,4.10012386406744,0.250570402296444,0.211493023741517,0.233046704193839,0.373435243291131,0.113296626593887,0.00332050215288135,0.00354781758357031,0.00954480283025964,0,0
"16",16,6.17814087645608,3.515668231976,0.0594380823678543,2.82250868938006,0.273777484973031,0.241190879442747,0.152021603381405,0.211778459357277,0.0490058238184483,0.00499487097684703,0.000671526454578234,0.00102332478489768,0,0
"17",17,7.83070865740042,2.52482806565894,0.171236093050635,2.31999929339304,0.17437456244774,0.300169863417496,0.129358038248505,0.132099223694978,0.048192256249498,0.00111586875807046,0.00191025762898757,0.00464647903526126,0,0
"18",18,7.13188232027959,2.69877101169259,0.261456149046085,3.29734129690207,0.173033406942721,0.150641259810796,0.247661267694582,0.318777063602077,0.152111504529492,0.000967534441963136,0.00199734050656416,0.00992034428135971,0,0
"19",19,7.99229235205603,2.75900514337504,0.220597136809542,2.93638407986398,0.111478102271236,0.163803020649048,0.301165621462016,0.360440347627397,0.0937424895779491,0.00222041251393343,0.00186196866017321,0.00367327962853582,0,0
"20",20,6.50508957785917,2.48357126673631,0.543384231445601,2.52141759637191,0.0916435789797144,0.153092071109302,0.0929016300373149,0.216797946444482,0.135134132917757,0.00137141431862466,0.00125878750463974,0.00538067117176257,0,0
"21",21,5.34223584521203,3.06850199088458,0.0696915370071822,4.56456994239298,0.478946480064639,0.134463002253206,0.110690616108765,0.175686677910728,0.0713865989488905,0.00401428132303008,0.00493605048044958,0.00489050569195645,0,0
"22",22,8.21617438534361,2.50658363784943,0.459208387140935,3.74381238427316,0.125773544206517,0.169462109199023,0.405531295483372,0.048926597977667,0.163708051216355,0.00143277123257984,0.000691527621745962,0.00573613831173712,0,0
"23",23,6.28665953812298,2.6449637374377,0.0438032333365705,2.80795466766308,0.111409829611767,0.263539041271196,0.17243908057777,0.161662789884685,0.110612704853974,0.00156201385068819,0.00112267401226299,0.00917747472304482,0,0
"24",24,7.29340765317088,3.83346144630154,0.00366744736309886,2.60892526291842,0.131917137991554,0.242220978206786,0.115883516816339,0.393910560554099,0.193980897829916,0.00109025137375646,0.00239950070321978,0.00736313607607103,0,0
"25",25,6.73126863504174,2.95597103665155,0.292278666291068,3.08827093632803,0.0294346275402636,0.279262869466373,0.174938010876642,0.195093175414863,0.200557900565077,0.00135463042883583,0.000385222779576969,0.00798808275486375,0,0
"26",26,6.89724782277863,3.36475680154769,0.15016831572271,3.17573185361721,0.0286849126905986,0.299639745606963,0.0727574418945321,0.164907602357479,0.226108612152593,0.00360228937119032,0.000499380883379249,0.0056126769956831,0,0
"27",27,5.71972713710276,3.76261816482724,0.265900284219726,2.50469760924092,0.130550031056008,0.234472252107223,0.220010846121752,0.15300019646468,0.0983702127314064,0.0022737074923492,0.000723724008363077,0.00211679750000185,0,0
"28",28,5.68539203463527,3.03946314045682,0.220839184844937,3.00910427486016,0.0712942211353204,0.365755272054656,0.192403755934361,0.1744619807124,0.0822762518218679,0.00165144597224356,0.000397093931647634,0.00743170943638621,0,0
"29",29,7.79509394304026,3.26789797833818,0.130114057538222,3.10099548039753,0.175244649029437,0.423392123610957,0.423186005075588,0.282598317512631,0.0374909908081867,0.00306855365837525,0.00392266820358885,0.0107083008025843,0,0
"30",30,7.43713758567594,3.91897997874356,0.266731989491606,2.30457637953563,0.165378232159668,0.200493389475918,0.288606895755991,0.163622589254331,0.0821035876200457,0.00167478665883752,0.00282891746310904,0.00632262716046864,0,0
"31",31,6.79156230482187,3.05517842219479,0.176783879057195,3.59922962795965,0.0739599653643532,0.376798738485914,0.193727694175226,0.2496412783756,0.140474385649816,0.000270407860968658,0.00131197044247868,0.0092772488464318,0,0
"32",32,5.9916326202519,3.11802474827336,0.210928460548773,4.71582471000364,0.0502449163487151,0.172697676958957,0.256741114461414,0.191213564311253,0.118078720996196,0.000554673298683185,0.000388541170920219,0.00709434738688719,0,0
"33",33,7.39603804798255,2.4598719589854,0.0529575042774544,2.57784524962255,0.12529437164991,0.202059009734044,0.189196709767048,0.240726290630489,0.061727581844798,0.00146915237832343,0.000608646365615184,0.00535146602175315,0,0
"34",34,4.9927969199937,2.52924946473741,0.112555270104504,2.43111382114407,0.247969565421394,0.139872808115429,0.125129104882424,0.256794081431484,0.173895972253152,0.00307008865061799,0.00130414526786393,0.0013062168672739,0,0
"35",35,5.87140408068186,4.0938422205972,0.0411410094325546,2.6533576136266,0.2161451632144,0.0992457878489717,0.289281291696254,0.376401329786815,0.09954476944229,0.00505699742149886,0.0027106811842265,0.00512496389037012,0,0
"36",36,5.59716924368531,2.53780111745249,0.216985070065988,2.60308419364319,0.104536641474938,0.184677705083428,0.309418282887738,0.210745031550492,0.0358895148724426,0.00197624553651196,0.000635065603622274,0.0112636110596204,0,0
"37",37,8.61166848569704,3.93555523208319,0.462933317681024,3.01425196613071,0.350626498258928,0.168999557426152,0.119342180488079,0.169844177418648,0.112445253002288,0.000975032692424034,0.00521787048188536,0.00331545219896488,0,0
"38",38,5.21075864613932,3.632133805777,0.124585441892259,2.5968333304038,0.0353131001571659,0.183644334416984,0.0733633882194624,0.407193389059343,0.0998773601700483,0.000305109216956711,0.000695910365852468,0.00661565653008475,0,0
